Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind,vpd
6,3,1995,14.52,7.76,77.43,1.59,9.26,1.44,5.95,0.30567839203068514
7,3,1995,16.09,4.45,65.77,2.15,19.45,0.00,4.51,0.45665350740552413
8,3,1995,13.36,5.55,73.76,1.37,12.76,0.02,2.99,0.32009939777871854
9,3,1995,14.03,3.35,78.00,1.63,19.43,0.00,2.91,0.2616368242111322
10,3,1995,12.58,8.65,90.10,0.40,1.07,9.86,2.99,0.12762635840274505
11,3,1995,13.66,8.27,84.52,1.49,11.07,0.61,6.13,0.20559987973234373
12,3,1995,21.91,10.21,73.84,2.51,19.29,0.02,5.71,0.5068254406705575
13,3,1995,20.97,9.19,64.95,2.53,19.95,0.00,3.58,0.6388399025873104
14,3,1995,20.60,7.80,74.48,2.23,19.84,0.00,4.02,0.44465993474245136
15,3,1995,16.93,9.67,77.32,1.91,20.48,0.00,7.09,0.35496705142822593
16,3,1995,15.97,7.75,69.83,2.02,21.05,0.00,7.29,0.43285572288136276
17,3,1995,15.52,6.79,82.79,1.01,10.85,0.04,3.14,0.2367051229186894
18,3,1995,16.60,7.78,78.54,1.70,18.87,0.00,2.18,0.31610071069285994
19,3,1995,18.94,6.74,80.07,1.80,20.78,0.01,2.75,0.31621869799295976
20,3,1995,21.04,6.70,79.31,1.72,19.93,0.01,2.19,0.35944002690592325
21,3,1995,23.08,9.45,72.94,1.96,21.28,0.00,2.66,0.542078410950185
22,3,1995,23.51,9.88,68.26,1.99,21.64,0.00,2.91,0.6531138174649791
23,3,1995,22.39,9.22,62.27,1.84,21.79,0.00,4.20,0.7305795504264998
24,3,1995,24.20,9.24,67.69,1.64,21.16,0.00,3.27,0.676366795412761
25,3,1995,23.89,10.80,62.36,1.77,22.12,0.00,2.68,0.801663702850318
26,3,1995,25.17,10.78,58.26,1.73,22.33,0.00,3.63,0.9378220741794001
27,3,1995,23.82,10.09,66.52,1.29,22.92,0.00,5.70,0.700940440047461
28,3,1995,25.42,10.42,63.38,1.37,22.94,0.00,4.96,0.8259367465143956
29,3,1995,25.63,10.58,63.94,1.24,23.20,0.00,5.25,0.8230924427112398
30,3,1995,26.19,10.57,50.48,1.29,23.70,0.00,6.08,1.1575400172272499
31,3,1995,23.26,11.51,42.93,1.13,24.14,0.00,6.78,1.2018392362568475
1,4,1995,25.35,9.51,37.33,1.16,23.92,0.00,4.72,1.3858349239030643
2,4,1995,24.11,9.99,48.07,0.96,23.52,0.00,4.20,1.098531225187608
3,4,1995,21.94,9.32,64.48,0.89,21.08,0.05,3.59,0.6761931416164126
4,4,1995,25.07,11.44,61.75,1.04,22.38,0.01,3.82,0.8668625945167807
5,4,1995,27.34,11.05,52.73,1.10,23.86,0.00,3.98,1.170916137826771
6,4,1995,25.23,11.19,51.06,1.03,23.75,0.00,2.91,1.1111391342955343
7,4,1995,26.39,11.04,52.24,0.95,24.41,0.01,3.09,1.1357153987193869
8,4,1995,24.98,11.06,58.73,0.89,21.80,0.06,4.05,0.9248534169152742
9,4,1995,26.37,12.54,50.19,0.97,23.24,0.00,2.44,1.2175953236074455
10,4,1995,27.22,14.98,51.43,0.82,18.02,0.04,3.05,1.2906915098498015
11,4,1995,25.65,14.77,67.49,0.95,17.24,2.08,2.63,0.8083243656458459
12,4,1995,21.70,15.28,85.96,1.67,11.95,7.31,1.81,0.3041275907426644
13,4,1995,24.10,13.79,84.63,2.24,20.19,0.57,3.55,0.3518826091877094
14,4,1995,25.38,13.64,60.08,3.09,24.02,0.16,5.03,0.958445333637695
15,4,1995,24.41,12.91,49.35,2.44,23.89,0.01,4.66,1.15155761463779
16,4,1995,25.88,11.07,44.61,1.79,26.24,0.00,4.57,1.2896185783288696
17,4,1995,25.84,10.64,56.63,1.28,25.95,0.00,2.39,0.9999835839708875
18,4,1995,25.47,11.90,61.29,0.96,26.05,0.00,2.47,0.9001805307797057
19,4,1995,20.21,10.57,65.22,0.64,26.44,0.00,5.45,0.6337806827435781
20,4,1995,15.65,10.86,53.06,0.57,23.01,0.00,9.89,0.7225430717152658
21,4,1995,13.96,7.66,60.36,0.54,20.79,0.23,6.20,0.5237710312299299
22,4,1995,13.38,6.56,67.03,0.80,20.61,2.08,3.64,0.413344699259909
23,4,1995,13.24,6.17,73.44,1.63,21.39,1.89,5.44,0.3276999123357457
24,4,1995,14.66,7.43,67.50,1.40,23.46,0.16,7.30,0.4387826251348995
25,4,1995,14.79,7.62,62.14,1.18,19.60,0.04,4.49,0.5163621545791685
26,4,1995,16.60,10.15,68.96,0.83,13.38,0.82,4.78,0.4857003182738775
27,4,1995,17.42,13.30,90.08,2.73,14.60,23.44,8.46,0.174459433690769
28,4,1995,17.69,13.44,81.50,2.73,18.51,0.62,4.14,0.32981137338818955
29,4,1995,21.84,11.26,79.18,3.08,25.80,0.02,3.11,0.41159378556124815
30,4,1995,24.75,11.45,75.70,2.93,24.26,0.00,2.57,0.5435194131488883
1,5,1995,24.23,10.84,75.03,2.72,25.19,0.00,4.06,0.5398735628167062
2,5,1995,28.02,12.59,67.39,2.91,27.61,0.00,3.27,0.8547742004066223
3,5,1995,30.77,13.98,54.55,2.79,28.20,0.00,3.25,1.3704607961252464
4,5,1995,31.25,14.90,48.21,1.96,26.77,0.00,3.09,1.6187816555237686
5,5,1995,21.93,16.59,51.31,0.68,4.81,0.02,3.94,1.1005456831490656
6,5,1995,23.16,14.93,69.40,1.22,11.93,1.08,2.36,0.6937657990875019
7,5,1995,26.62,14.07,65.29,1.81,21.12,0.45,3.10,0.8838041971367261
8,5,1995,24.15,13.20,72.33,1.36,27.77,0.00,3.20,0.626499588572446
9,5,1995,24.40,13.61,78.61,1.03,27.96,0.01,4.77,0.49356412027381613
10,5,1995,21.82,13.91,75.29,0.87,27.48,0.02,6.23,0.5194480140143822
11,5,1995,18.48,13.94,73.41,0.75,16.19,0.70,6.63,0.4945077971036822
12,5,1995,18.76,10.58,56.71,1.15,26.03,0.03,6.25,0.7448518382072917
13,5,1995,21.26,9.44,58.06,1.13,29.33,0.00,3.59,0.7779109917444766
14,5,1995,23.38,12.45,67.97,0.86,27.91,0.00,3.36,0.6917502046926387
15,5,1995,20.65,15.34,84.45,0.59,13.99,0.42,4.12,0.32476746467698514
16,5,1995,19.83,16.32,84.68,0.66,13.39,0.58,5.05,0.31938932183759317
17,5,1995,21.87,14.39,75.82,1.23,27.63,0.08,3.33,0.5153446279702998
18,5,1995,20.38,15.28,86.47,0.56,12.77,0.27,4.25,0.27940706205869414
19,5,1995,23.47,13.73,72.19,0.98,28.18,0.02,5.80,0.6203174050786229
20,5,1995,27.54,13.54,64.44,0.94,29.81,0.00,6.44,0.9301369686493035
21,5,1995,25.68,13.60,68.58,0.72,27.51,0.00,4.32,0.7628703053363926
22,5,1995,25.28,13.98,67.17,0.64,29.12,0.01,5.96,0.7907971935345388
23,5,1995,22.45,13.71,71.49,0.55,29.60,0.00,5.40,0.6109823478587801
24,5,1995,20.11,13.58,67.60,0.55,20.72,0.17,5.65,0.633387978100203
25,5,1995,20.58,13.13,67.10,0.60,22.56,0.09,4.67,0.6471625630933393
26,5,1995,21.70,12.77,68.19,0.66,29.03,0.00,3.23,0.6475490091025173
27,5,1995,24.23,13.02,76.58,0.62,28.85,0.00,3.14,0.5298881741891814
28,5,1995,25.99,13.69,68.76,0.59,29.96,0.00,5.44,0.769469490859239
29,5,1995,24.09,14.30,61.24,0.52,30.53,0.00,8.99,0.8973072842204592
30,5,1995,27.44,13.38,54.77,0.62,30.69,0.00,8.07,1.174583659909419
31,5,1995,30.60,15.69,42.12,0.70,30.81,0.00,6.40,1.786722626618755
1,6,1995,31.86,16.04,35.62,0.71,30.77,0.00,5.60,2.1052986315507876
2,6,1995,31.55,14.80,44.44,0.65,30.63,0.00,4.98,1.7553361482225938
3,6,1995,31.86,16.15,51.71,0.64,30.35,0.00,5.02,1.582238546125673
4,6,1995,28.78,15.77,61.23,0.50,30.51,0.00,6.52,1.1140127962584374
5,6,1995,29.61,15.16,61.67,0.58,30.51,0.00,4.20,1.1253803398194038
6,6,1995,23.73,15.29,71.39,0.45,30.16,0.00,2.53,0.6685224720766378
7,6,1995,20.69,14.30,77.78,0.37,27.97,0.05,3.09,0.4521808909659071
8,6,1995,21.43,14.95,63.75,0.45,30.15,0.01,5.69,0.7709144232386713
9,6,1995,20.07,14.58,69.25,0.35,16.99,0.14,4.18,0.616262226672692
10,6,1995,20.98,14.04,70.06,0.51,21.51,0.09,3.74,0.6117806315672498
11,6,1995,23.66,12.74,68.10,0.53,30.43,0.00,5.26,0.7011698774461521
12,6,1995,23.78,13.00,68.68,0.45,30.35,0.00,4.62,0.6956974414561599
13,6,1995,25.58,13.27,66.21,0.50,30.21,0.00,4.15,0.811519268290017
14,6,1995,28.90,14.24,58.13,0.62,25.07,0.80,2.98,1.173670612941287
15,6,1995,28.08,17.64,64.14,1.01,28.36,0.05,3.27,1.0426838721675116
16,6,1995,22.60,17.31,82.13,0.48,26.83,0.09,4.02,0.4215806700770848
17,6,1995,22.25,16.41,77.87,0.59,25.43,0.32,4.40,0.5035617720066079
18,6,1995,20.55,16.86,83.58,0.52,14.06,0.52,4.01,0.3562886368007334
19,6,1995,22.36,17.22,82.11,0.57,16.16,0.20,4.37,0.4175002884960852
20,6,1995,23.12,17.07,72.82,0.72,26.80,0.16,6.38,0.649090395265308
21,6,1995,25.00,16.55,73.15,0.50,27.68,0.02,7.46,0.6780878031990971
22,6,1995,24.87,15.97,74.18,0.43,29.62,0.02,6.86,0.6400953728039245
23,6,1995,23.18,17.19,75.64,0.47,21.66,0.24,5.41,0.5848049733061123
24,6,1995,22.21,16.77,78.64,0.47,19.87,0.17,3.24,0.48995870780257644
25,6,1995,25.01,15.61,86.62,0.54,11.88,4.74,2.41,0.3306966371152851
26,6,1995,25.65,18.84,88.68,2.56,16.10,12.71,3.27,0.3094928112789104
27,6,1995,23.86,18.42,87.57,2.94,20.89,1.92,3.21,0.31560171076982835
28,6,1995,23.67,18.38,86.49,2.79,20.19,0.50,3.46,0.34039427268184896
29,6,1995,20.58,18.00,88.95,1.22,7.43,0.69,3.19,0.2479372965068929
30,6,1995,21.48,17.95,86.57,1.73,14.52,0.47,3.05,0.3101519163943012
1,7,1995,20.75,17.33,85.06,1.62,13.35,0.51,3.57,0.3307488648939241
2,7,1995,20.98,17.45,81.85,1.78,15.94,0.70,3.51,0.40634539057207797
3,7,1995,22.52,17.32,77.73,1.95,22.16,0.19,4.86,0.5240436707869758
4,7,1995,23.05,15.27,67.75,1.73,27.78,0.06,5.50,0.7341973674139646
5,7,1995,25.92,15.10,72.53,1.17,30.14,0.00,4.67,0.6952564120152893
6,7,1995,27.00,15.22,72.58,0.86,30.00,0.00,3.23,0.7259432700797805
7,7,1995,28.63,16.68,60.34,0.75,29.00,0.02,3.69,1.154027042584686
8,7,1995,28.67,18.90,68.94,1.70,15.91,2.37,4.72,0.9494482979655938
9,7,1995,26.17,18.15,78.40,1.01,9.54,1.16,3.14,0.5917216931714613
10,7,1995,23.84,17.57,76.59,1.24,20.58,0.13,3.90,0.5810622331484718
11,7,1995,23.43,17.35,81.03,0.92,24.66,0.05,3.04,0.4613949021752872
12,7,1995,23.48,17.62,76.47,0.73,21.47,0.19,3.44,0.5773356339651685
13,7,1995,22.59,17.14,71.75,0.52,17.92,0.01,3.54,0.6632401208348948
14,7,1995,25.78,15.91,72.90,0.60,26.81,0.00,4.20,0.694550175121543
15,7,1995,28.08,17.56,71.24,0.55,28.75,0.00,5.65,0.8347802228262937
16,7,1995,28.26,18.42,69.85,0.49,29.03,0.00,7.65,0.8979667319243587
17,7,1995,28.74,17.61,67.56,0.47,29.95,0.01,8.49,0.9666795090147726
18,7,1995,37.47,17.82,56.13,0.66,28.20,0.02,5.60,1.8596461519527452
19,7,1995,32.31,19.78,62.38,0.60,28.00,0.05,3.78,1.3440367517413003
20,7,1995,31.76,18.76,69.03,0.46,28.99,0.00,5.78,1.0615549412493603
21,7,1995,32.44,18.32,69.62,0.50,28.34,0.02,4.60,1.0602874275035132
22,7,1995,36.12,18.02,60.30,0.52,26.53,0.05,4.30,1.5972920558628285
23,7,1995,41.59,19.84,43.97,0.67,28.78,0.00,4.08,2.8965301793291482
24,7,1995,34.16,20.65,58.24,0.39,27.37,0.02,6.21,1.628821449346928
25,7,1995,24.91,18.97,74.39,0.81,19.60,0.86,5.87,0.6843144793067701
26,7,1995,26.54,17.02,64.50,0.62,28.57,0.00,5.61,0.9603517979401806
27,7,1995,32.96,16.25,60.50,0.56,29.43,0.00,4.98,1.3561137000227377
28,7,1995,32.04,16.37,65.60,0.46,29.71,0.02,4.43,1.139885207932244
29,7,1995,27.92,16.33,67.36,0.34,29.43,0.00,6.78,0.9170742658775228
30,7,1995,26.99,17.53,71.45,0.32,28.96,0.00,7.38,0.7946930366280516
31,7,1995,26.26,18.06,70.67,0.34,28.22,0.02,7.11,0.8044103996156424
1,8,1995,26.15,17.96,70.85,0.33,28.17,0.00,6.66,0.7943615760051566
2,8,1995,25.17,16.68,68.08,0.30,25.67,0.01,7.24,0.8137650076990992
3,8,1995,24.71,16.28,67.85,0.31,24.33,0.07,6.36,0.7980481914082995
4,8,1995,22.91,18.54,79.67,0.43,11.13,0.72,5.12,0.5010632718856858
5,8,1995,25.73,17.25,73.90,0.67,22.95,0.03,4.71,0.6886228168573356
6,8,1995,27.92,17.59,66.66,0.49,27.56,0.00,7.40,0.962481840551731
7,8,1995,27.49,17.40,69.61,0.36,27.91,0.00,7.86,0.8595085538960969
8,8,1995,25.81,17.41,72.69,0.31,27.75,0.00,6.79,0.7254249828184409
9,8,1995,25.48,17.25,75.01,0.35,25.20,0.03,3.20,0.6532546411327207
10,8,1995,25.68,17.44,74.57,0.31,25.67,0.00,3.76,0.6727252169613183
11,8,1995,30.10,17.35,64.61,0.38,26.82,0.00,4.97,1.1056882600030957
12,8,1995,33.62,17.04,62.41,0.39,26.84,0.00,6.51,1.3439157748942003
13,8,1995,36.13,19.10,60.46,0.42,26.63,0.02,6.17,1.6200810998891364
14,8,1995,28.55,18.07,68.69,0.33,27.05,0.00,3.22,0.9355069835962437
15,8,1995,30.20,18.27,66.15,0.38,25.21,0.03,2.75,1.0817230147523462
16,8,1995,32.37,19.91,59.06,0.38,26.04,0.00,3.06,1.4698243681669427
17,8,1995,27.14,18.21,74.43,0.27,24.59,0.02,4.01,0.726971596854638
18,8,1995,25.61,17.80,73.44,0.24,21.64,0.00,5.79,0.7068803877558614
19,8,1995,28.88,18.67,71.94,0.32,23.63,0.02,5.66,0.860115116907012
20,8,1995,32.95,17.77,69.98,0.36,25.11,0.01,4.88,1.0582629963947405
21,8,1995,31.49,19.05,63.84,1.04,18.35,1.51,2.49,1.2337258718617354
22,8,1995,31.33,20.34,62.55,1.12,20.97,0.30,2.64,1.304315716136729
23,8,1995,30.96,21.48,72.12,1.68,14.68,6.91,3.35,0.9818854872030456
24,8,1995,32.51,21.61,69.08,3.45,17.18,4.52,4.13,1.1556757761631307
25,8,1995,34.32,22.10,59.03,3.86,22.94,0.20,4.19,1.6541350248158402
26,8,1995,38.66,19.41,47.26,2.80,25.11,0.00,4.44,2.4047060181709887
27,8,1995,33.16,20.90,44.87,0.92,25.16,0.00,3.48,2.0803961376664497
28,8,1995,35.96,19.50,40.53,0.51,24.82,0.00,2.31,2.4367391288244216
29,8,1995,36.96,20.45,57.92,0.34,23.12,0.02,3.22,1.8231944356092322
30,8,1995,35.40,19.94,56.79,0.37,14.07,0.09,3.59,1.7452081447347831
31,8,1995,29.64,22.29,62.33,0.34,13.91,0.18,2.30,1.2896816232385846
1,9,1995,36.53,21.89,53.61,0.55,11.26,0.45,3.93,2.027754994500852
2,9,1995,34.39,21.72,57.41,0.87,19.68,0.41,4.08,1.7110541147445755
3,9,1995,34.38,21.86,50.55,0.47,21.98,0.00,3.32,1.991424956147629
4,9,1995,29.08,19.52,65.06,0.61,12.68,5.08,3.27,1.0995500640355527
5,9,1995,21.97,19.17,88.29,1.80,9.02,3.84,3.64,0.28454756983795715
6,9,1995,21.87,18.45,86.76,1.32,7.28,4.05,6.14,0.3141965035870409
7,9,1995,23.16,16.34,78.65,2.62,18.48,0.29,2.84,0.5011798368761988
8,9,1995,23.26,15.88,74.00,2.24,19.52,0.00,2.78,0.6055815406274294
9,9,1995,22.76,14.64,82.13,1.81,22.34,0.02,2.74,0.3962791711375444
10,9,1995,23.14,16.93,82.75,1.87,16.33,3.05,4.08,0.41076266093205405
11,9,1995,24.06,15.15,77.45,1.71,21.55,0.00,4.97,0.5317927339052284
12,9,1995,23.32,16.14,75.07,1.13,21.88,0.00,7.30,0.585716117002625
13,9,1995,24.51,15.29,72.76,0.85,22.88,0.00,7.07,0.6556580184710983
14,9,1995,23.65,15.36,71.38,0.53,22.59,0.00,6.73,0.6678589650124596
15,9,1995,21.70,16.03,67.66,0.38,19.93,0.02,8.65,0.7143491730283202
16,9,1995,23.18,15.68,68.04,0.31,21.78,0.00,8.36,0.7385353834106962
17,9,1995,22.93,14.83,63.85,0.30,21.72,0.00,6.46,0.8105436863918904
18,9,1995,24.20,14.36,63.11,0.30,21.82,0.00,6.37,0.8588475348012725
19,9,1995,27.44,12.78,50.11,0.38,22.28,0.00,4.67,1.2808678141638556
20,9,1995,28.24,12.85,53.40,0.33,21.86,0.00,3.98,1.238677413181339
21,9,1995,28.22,13.75,49.33,0.32,21.50,0.00,3.33,1.368463581764792
22,9,1995,29.11,15.73,40.73,0.32,21.31,0.00,4.28,1.7242758309731918
23,9,1995,29.25,14.40,37.88,0.31,21.44,0.00,4.71,1.7718147191772535
24,9,1995,29.17,13.74,59.90,0.27,20.97,0.00,5.69,1.126214510629914
25,9,1995,31.27,14.36,51.73,0.31,20.51,0.00,4.84,1.4959956054265333
26,9,1995,28.76,14.86,45.13,0.28,20.44,0.00,3.97,1.5474687622076444
27,9,1995,27.06,15.21,57.12,0.26,20.12,0.00,3.33,1.1377026868815303
28,9,1995,29.50,15.23,68.28,0.31,19.96,0.06,3.54,0.9283886136228909
29,9,1995,28.84,15.61,68.25,0.30,19.40,0.05,5.31,0.9115856799613755
30,9,1995,26.37,16.11,71.88,0.22,18.40,0.00,5.82,0.7405075072472731
1,10,1995,23.61,16.24,77.27,0.24,18.70,0.02,2.51,0.5411019163686646
2,10,1995,25.03,16.00,74.81,0.38,15.10,0.40,2.18,0.6287083306773236
3,10,1995,22.36,16.00,86.40,0.28,7.82,0.30,3.20,0.3074138209686008
4,10,1995,20.98,15.43,83.02,0.51,7.71,1.23,3.58,0.35972853898504575
5,10,1995,20.19,13.17,62.75,0.70,11.67,0.01,3.95,0.7227306471739807
6,10,1995,23.07,11.63,67.43,0.63,18.80,0.00,3.54,0.6823518534600861
7,10,1995,30.14,12.32,59.45,0.49,18.37,0.00,2.97,1.1576398462113404
8,10,1995,30.29,17.67,70.46,0.30,17.79,0.00,4.20,0.9357837114668199
9,10,1995,22.10,17.37,87.25,0.56,7.74,1.25,2.73,0.29603735060869774
10,10,1995,21.80,17.66,83.68,0.41,7.20,0.09,1.57,0.3779832621883159
11,10,1995,24.45,16.91,77.30,0.55,14.97,0.03,3.36,0.5666117504126229
12,10,1995,27.53,15.24,73.39,0.47,17.15,0.00,1.69,0.7197456297335452
13,10,1995,23.72,16.18,82.45,0.20,15.25,0.15,5.36,0.41886873308904726
14,10,1995,21.60,16.14,78.68,1.21,8.27,3.05,3.59,0.4706137218180966
15,10,1995,22.21,12.68,71.55,1.13,17.20,0.00,2.03,0.5895790818268265
16,10,1995,22.37,12.99,84.82,0.54,15.68,0.00,2.33,0.31885129538283796
17,10,1995,28.25,14.33,71.60,0.65,16.04,0.02,3.24,0.776522028046067
18,10,1995,28.66,14.86,62.54,0.47,15.90,0.00,3.40,1.0521911092770877
19,10,1995,29.03,15.78,50.26,0.38,16.12,0.00,2.95,1.4438328373098064
20,10,1995,24.87,14.99,62.72,0.22,15.72,0.00,2.31,0.9035887896114179
21,10,1995,23.80,14.09,81.26,0.15,15.88,0.02,2.21,0.42692059877729593
22,10,1995,21.45,13.47,84.81,0.26,14.30,0.09,1.54,0.3114732182783433
23,10,1995,22.14,13.92,85.44,0.18,6.48,0.28,4.70,0.3099024100875345
24,10,1995,21.72,18.27,91.32,0.77,7.09,13.90,7.48,0.20391203134577607
25,10,1995,20.89,16.10,92.46,1.00,5.63,13.49,4.28,0.1621169462166001
26,10,1995,21.63,15.84,91.56,0.97,5.78,1.28,5.80,0.1850333405946456
27,10,1995,21.73,16.98,93.01,0.74,4.62,1.92,3.74,0.15853342445439988
28,10,1995,20.79,16.61,94.43,0.69,5.50,0.97,3.57,0.12102102926305713
29,10,1995,18.46,15.11,87.56,0.72,4.98,0.31,0.61,0.23896670220007588
30,10,1995,22.52,16.25,86.77,1.67,12.95,1.70,3.70,0.30273050247196864
31,10,1995,25.73,17.65,73.76,2.56,9.53,2.14,7.85,0.698923805856017
1,11,1995,20.89,17.34,91.75,1.67,7.04,19.34,6.58,0.18356776688398568
2,11,1995,21.02,15.64,91.46,1.02,5.92,1.93,2.22,0.1821990827176183
3,11,1995,20.65,15.26,92.47,0.84,5.74,1.09,1.56,0.15693048442549395
4,11,1995,23.12,15.55,87.12,1.50,12.48,0.03,2.36,0.2960191562654191
5,11,1995,21.84,14.82,81.96,0.99,7.23,0.00,2.75,0.38821542103648765
6,11,1995,21.13,14.15,73.36,1.34,7.06,0.01,3.66,0.5489393748229883
7,11,1995,21.24,14.47,72.31,1.15,4.14,0.00,2.98,0.5776030905875715
8,11,1995,16.49,13.11,78.98,0.45,1.23,0.00,1.49,0.35571768536348114
9,11,1995,17.74,12.49,86.45,0.78,6.64,0.19,1.60,0.23570341775076642
10,11,1995,17.84,12.51,95.28,0.75,4.55,16.73,3.53,0.08245248903299318
11,11,1995,16.64,10.64,90.40,1.43,2.48,24.37,6.29,0.1524283605675243
12,11,1995,16.40,10.13,78.40,1.80,7.37,4.31,6.17,0.3352284357047346
13,11,1995,18.98,13.30,75.06,1.64,9.45,0.35,3.47,0.4641422244146953
14,11,1995,17.98,16.25,93.57,1.12,2.64,26.73,6.95,0.12567180269900757
15,11,1995,18.50,17.14,91.81,1.56,1.08,16.42,9.94,0.16727113854774212
16,11,1995,18.28,15.02,97.57,0.15,0.34,12.34,2.75,0.046269036388278506
17,11,1995,19.34,13.70,94.45,0.60,3.70,6.62,3.93,0.10578814820024784
18,11,1995,20.89,18.37,97.16,0.47,4.22,1.56,3.25,0.06507503962309613
19,11,1995,24.63,17.33,82.26,1.04,6.73,0.22,3.35,0.4503525590288211
20,11,1995,22.22,15.85,84.26,1.06,7.24,0.50,4.30,0.3526178319409883
21,11,1995,18.40,13.80,80.56,1.26,4.50,0.15,3.49,0.35910048320509946
22,11,1995,17.47,10.52,75.31,1.28,5.87,0.00,3.34,0.40338712556437617
23,11,1995,16.96,9.19,81.94,1.18,11.04,0.00,3.03,0.2795419666053105
24,11,1995,15.81,9.40,87.05,0.87,4.49,10.58,3.24,0.19268253076144637
25,11,1995,14.27,9.51,82.06,1.35,7.78,2.17,4.68,0.25251003750600787
26,11,1995,14.39,10.10,76.05,1.12,5.19,0.59,3.09,0.3443687880676114
27,11,1995,14.21,8.57,86.96,0.80,6.79,1.80,1.81,0.17836467992748584
28,11,1995,13.44,10.35,94.30,0.74,3.71,22.65,4.44,0.07975695882564993
29,11,1995,13.99,10.19,91.16,0.90,0.95,13.40,7.02,0.1255833625777305
30,11,1995,15.76,10.97,78.23,1.23,5.80,2.70,3.91,0.337511007071263
1,12,1995,16.38,10.92,85.35,0.53,4.19,0.38,1.62,0.23210301870652583
2,12,1995,14.80,10.54,93.27,0.43,3.69,1.03,1.30,0.09949033182963363
3,12,1995,16.42,9.52,88.67,0.62,4.80,0.04,1.89,0.17315990641197354
4,12,1995,14.64,9.20,79.49,1.20,5.98,0.40,4.31,0.2902047315989329
5,12,1995,13.52,6.21,76.07,1.16,8.76,0.00,3.06,0.29891883349013215
6,12,1995,13.77,9.45,81.68,0.74,4.71,0.19,2.93,0.2526632240441986
7,12,1995,14.73,6.02,82.69,0.90,9.87,0.00,3.18,0.226097377496288
8,12,1995,13.33,5.47,89.67,0.36,5.81,0.00,2.30,0.12560028763696818
9,12,1995,13.33,6.43,85.88,0.76,6.03,0.23,5.18,0.1760570386860827
10,12,1995,15.26,8.66,92.72,0.86,4.85,5.70,5.84,0.10396051336240753
11,12,1995,14.50,9.34,88.33,0.62,8.01,0.03,1.74,0.16489227422825325
12,12,1995,14.34,7.95,81.52,1.04,5.78,3.77,2.84,0.24978869444387186
13,12,1995,14.45,8.50,86.27,0.93,6.33,3.34,3.92,0.18918176675898324
14,12,1995,12.79,9.72,94.42,0.72,1.81,9.31,6.24,0.0748398391947096
15,12,1995,15.09,10.41,93.83,0.64,1.28,33.70,6.28,0.09185164500790899
16,12,1995,15.20,10.91,84.73,1.30,5.87,8.41,4.58,0.2315168965297958
17,12,1995,16.32,9.83,78.90,0.82,3.41,3.02,3.89,0.3238670528137646
18,12,1995,17.28,13.52,90.25,0.95,4.67,8.45,6.07,0.17169096455566368
19,12,1995,16.63,13.88,92.21,0.85,3.64,16.67,5.39,0.13550535757307713
20,12,1995,15.54,12.78,89.33,0.45,2.34,1.03,3.36,0.172955217380093
21,12,1995,16.42,14.34,89.61,0.96,2.82,11.36,7.75,0.1819217557825623
22,12,1995,17.86,15.81,93.24,1.02,3.08,10.17,9.24,0.1298672866466961
23,12,1995,17.61,16.15,94.98,0.73,2.22,6.27,7.44,0.09662740355456823
24,12,1995,17.50,16.54,94.67,0.84,1.55,3.98,9.03,0.10345384278097969
25,12,1995,17.07,15.77,94.94,0.86,0.57,12.58,10.14,0.09457361912452966
26,12,1995,16.70,13.93,77.39,1.52,3.64,0.73,6.12,0.3948330966538889
27,12,1995,18.12,14.31,84.77,1.19,3.98,12.11,7.05,0.28256701732748657
28,12,1995,16.83,14.27,76.71,1.18,3.77,0.25,4.56,0.4126735132322279
29,12,1995,17.45,13.53,96.84,0.84,0.41,32.53,10.65,0.05599801059856424
30,12,1995,17.87,14.63,90.92,1.51,5.73,30.06,10.28,0.16853949574147187
31,12,1995,17.52,14.67,94.10,1.28,3.46,25.05,9.44,0.1083229407480546
1,1,1996,17.68,13.40,73.79,1.72,3.34,0.20,6.60,0.466569249287186
2,1,1996,17.16,11.36,83.33,1.10,6.11,12.29,3.81,0.2752153555936465
3,1,1996,17.26,13.57,95.56,0.54,2.62,7.50,6.42,0.07824228033814573
4,1,1996,16.53,15.00,90.82,0.96,2.69,13.63,6.45,0.16460235489880137
5,1,1996,16.82,11.02,86.77,1.40,6.88,16.69,6.24,0.21367747791860703
6,1,1996,17.64,14.73,85.92,1.99,4.11,12.32,10.90,0.26003348779590185
7,1,1996,16.50,13.77,68.83,1.86,4.46,0.37,6.53,0.5380060667770632
8,1,1996,16.39,13.37,89.87,0.99,0.16,54.70,8.79,0.17213340444293546
9,1,1996,14.85,9.30,87.14,1.22,7.24,5.45,4.31,0.18392908452735646
10,1,1996,15.59,9.09,91.01,0.56,0.75,11.77,5.85,0.13153590551004046
11,1,1996,16.81,10.85,88.99,1.60,3.58,8.77,9.75,0.1769418771754372
12,1,1996,14.16,9.91,80.60,1.50,5.19,3.33,6.84,0.2750779860245973
13,1,1996,14.61,9.59,82.70,0.90,2.79,1.78,5.14,0.24718465359777175
14,1,1996,15.67,11.50,91.97,1.46,7.74,28.66,6.36,0.12596253028236948
15,1,1996,14.51,10.04,93.07,0.54,4.60,6.24,3.23,0.09991482382047834
16,1,1996,17.36,9.40,85.48,1.11,10.14,0.06,3.71,0.22954926874140824
17,1,1996,16.32,7.36,84.81,0.98,10.80,0.00,3.42,0.2189396637281753
