Statistical table extracted on October 17, 2024 (23:02:41),,
http://www.ine.pt,,,
,,,
,,,
,,,
Geographic localization (NUTS - 2024);Rural fires (No.) by Geographic localization (NUTS - 2024) and Cause of fire -  Annual;;;;;;;,,,
;Data reference period;;;;;;;,,,
;2023;;;;;;;,,,
;Cause of fire;;;;;;;,,,
;Total;Negligence;Intentional;Naturais;Re-ignition;Undetermined;Not investigated;,,,
1950502: Castelo Branco;58 &;35 &;11 &;4 &;0 &;8 &;0 &;,,,
1950505: Idanha-a-Nova;18 &;15 &;1 &;1 &;1 &;0 &;0 &;,,,
1950506: Oleiros;9 &;2 &;4 &;2 &;0 &;1 &;0 &;,,,
1950507: Penamacor;11 &;4 &;5 &;2 &;0 &;0 &;0 &;,,,
1950508: Proen�a-a-Nova;10 &;7 &;1 &;1 &;0 &;1 &;0 &;,,,
1950509: Sert�;19 &;16 &;3 &;0 &;0 &;0 &;0 &;,,,
1950510: Vila de Rei;6 &;4 &;1 &;1 &;0 &;0 &;0 &;,,,
1950511: Vila Velha de R�d�o;12 &;10 &;0 &;2 &;0 &;0 &;0 &;,,,
196: Beiras e Serra da Estrela;255 &;134 &;63 &;20 &;1 &;37 &;0 &;,,,
1960902: Almeida;8 &;6 &;1 &;1 &;0 &;0 &;0 &;,,,
1960501: Belmonte;10 &;8 &;0 &;0 &;0 &;2 &;0 &;,,,
1960903: Celorico da Beira;6 &;4 &;1 &;1 &;0 &;0 &;0 &;,,,
1960503: Covilh�;68 &;27 &;11 &;3 &;0 &;27 &;0 &;,,,
1960904: Figueira de Castelo Rodrigo;17 &;9 &;7 &;0 &;0 &;1 &;0 &;,,,
1960905: Fornos de Algodres;7 &;2 &;4 &;1 &;0 &;0 &;0 &;,,,
1960504: Fund�o;36 &;25 &;6 &;2 &;1 &;2 &;0 &;,,,
1960906: Gouveia;6 &;6 &;0 &;0 &;0 &;0 &;0 &;,,,
1960907: Guarda;23 &;9 &;10 &;2 &;0 &;2 &;0 &;,,,
1960908: Manteigas;1 &;0 &;0 &;1 &;0 &;0 &;0 &;,,,
1960909: M�da;11 &;3 &;6 &;2 &;0 &;0 &;0 &;,,,
1960910: Pinhel;11 &;5 &;3 &;3 &;0 &;0 &;0 &;,,,
1960911: Sabugal;27 &;18 &;6 &;1 &;0 &;2 &;0 &;,,,
1960912: Seia;11 &;5 &;4 &;1 &;0 &;1 &;0 &;,,,
1960913: Trancoso;13 &;7 &;4 &;2 &;0 &;0 &;0 &;,,,
1D: Oeste e Vale do Tejo;829 &;333 &;255 &;1 &;10 &;144 &;86 &;,,,
1D1: Oeste;342 &;79 &;106 &;0 &;5 &;66 &;86 &;,,,
1D11001: Alcoba�a;26 &;16 &;7 &;0 &;0 &;3 &;0 &;,,,
1D11101: Alenquer;42 &;8 &;13 &;0 &;0 &;21 &;0 &;,,,
1D11102: Arruda dos Vinhos;2 &;0 &;0 &;0 &;0 &;2 &;0 &;,,,
1D11005: Bombarral;9 &;6 &;2 &;0 &;0 &;1 &;0 &;,,,
1D11104: Cadaval;48 &;3 &;29 &;0 &;4 &;12 &;0 &;,,,
1D11006: Caldas da Rainha;58 &;26 &;30 &;0 &;0 &;2 &;0 &;,,,
1D11108: Lourinh�;30 &;1 &;0 &;0 &;0 &;5 &;24 &;,,,
1D11011: Nazar�;7 &;4 &;2 &;0 &;0 &;1 &;0 &;,,,
1D11012: �bidos;32 &;8 &;20 &;0 &;1 &;3 &;0 &;,,,
1D11014: Peniche;5 &;2 &;3 &;0 &;0 &;0 &;0 &;,,,
1D11112: Sobral de Monte Agra�o;14 &;0 &;0 &;0 &;0 &;1 &;13 &;,,,
